borrower_type,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,defaulted
gig,5,29817.61,31283.88,29696.95,21478.68,25080.54,11307.37,self-employed,19,3,50.3,2117.54,16.0,1.0,6,10,4.0,7.0,2017.0,480.74,1.81,8.6,0.23,0.8978739919607018,1.0,3.0,4.0,3.0,3.0,,4.0,2.0,140900.0,consumption,31,0
gig,4,25173.55,23836.96,24342.65,15132.23,33241.18,20052.56,salaried-gig,23,4,78.8,2730.74,24.0,1.0,6,10,11.0,17.0,2015.0,764.31,1.99,14.3,0.241,0.8831902285028652,4.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,316000.0,education,16,0
gig,5,28913.39,59125.84,43562.81,43508.69,31136.15,45012.73,daily-wage,26,3,53.2,2345.08,24.0,0.0,6,8,7.0,21.0,2017.0,606.48,1.81,7.4,0.277,0.7837473265673541,3.0,3.0,1.0,3.0,4.0,5.0,3.0,4.0,83300.0,education,34,0
migrant,2,24841.59,18942.01,19410.68,21147.77,18698.62,21879.68,salaried-gig,9,3,40.6,1479.79,7.0,1.0,7,24,5.0,14.0,,537.62,1.52,9.5,0.231,0.7413147980810395,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,377100.0,business,37,0
rural,6,13307.95,13989.77,29239.72,17017.79,16159.17,25032.37,seasonal,37,3,,,,,14,15,,,2018.0,494.81,1.96,6.4,0.253,0.3422863106724798,4.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,318600.0,agriculture,45,0
rural,6,10082.84,11093.09,23194.76,12882.55,11987.03,23496.31,seasonal,33,2,,,,,4,18,,,2018.0,331.91,1.83,0.0,,,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,176200.0,agriculture,28,1
gig,3,23294.48,23682.12,27570.48,32607.13,28275.83,41945.73,daily-wage,13,3,35.7,2103.23,3.0,0.0,13,24,2.0,7.0,2018.0,523.01,1.96,3.5,0.341,0.787726523382753,3.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,357400.0,business,42,0
gig,5,33038.86,26375.81,41104.67,45157.72,19256.8,30533.44,self-employed,24,3,59.9,2124.09,16.0,1.0,12,17,6.0,13.0,2022.0,539.38,2.01,8.6,0.256,0.6397839544931735,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,75300.0,education,42,0
gig,3,17324.91,31183.08,33337.25,44972.01,31638.39,43722.7,self-employed,22,4,55.6,2027.25,24.0,0.0,3,8,2.0,11.0,2022.0,551.58,2.47,6.8,0.287,0.6381742373660462,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,412100.0,business,47,0
rural,4,14477.16,12535.35,29849.79,16311.07,12090.29,21815.05,seasonal,43,3,61.3,2508.95,17.0,0.0,15,16,7.0,13.0,2017.0,446.81,2.02,0.0,,,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,132900.0,agriculture,33,0
gig,2,22178.38,24487.69,31048.6,34182.6,12737.35,13747.42,daily-wage,16,3,3.5,1438.89,11.0,0.0,3,24,1.0,13.0,2023.0,417.89,1.24,3.2,0.378,0.1477277865933253,2.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,293800.0,medical,45,0
migrant,4,23439.27,34359.89,27267.94,26499.08,30586.28,32551.69,daily-wage,15,4,61.4,2983.69,18.0,1.0,5,6,,,2016.0,799.83,2.82,16.8,0.207,0.8340535407932335,4.0,3.0,3.0,,5.0,4.0,1.0,4.0,247500.0,medical,54,0
migrant,3,20856.43,17405.94,14568.51,21015.91,17678.59,14907.19,daily-wage,5,2,7.3,1442.54,4.0,0.0,4,21,1.0,15.0,2024.0,379.01,1.42,6.3,0.358,0.1078098709083434,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,117900.0,education,49,0
gig,2,7731.05,20520.91,6859.34,10919.81,2000.0,7110.93,daily-wage,6,2,10.7,164.17,6.0,0.0,0,23,0.0,16.0,2024.0,425.49,0.62,2.7,0.44,0.0689209313310669,2.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,91700.0,consumption,15,1
gig,4,20699.83,35614.23,32776.51,26407.27,24455.94,34296.39,daily-wage,11,3,26.3,1581.12,5.0,0.0,1,12,5.0,11.0,2020.0,421.32,1.77,1.2,0.373,0.7718734417652257,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,238900.0,medical,57,0
gig,2,37639.81,33949.18,33303.74,17798.55,28869.46,48427.72,daily-wage,23,4,49.8,1918.12,11.0,1.0,8,11,8.0,13.0,2018.0,515.35,2.06,9.4,0.334,0.7573851211579632,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,276800.0,consumption,30,0
migrant,3,27380.72,31847.42,23678.25,24300.63,27951.16,21205.36,daily-wage,10,3,45.0,2490.29,,1.0,2,6,5.0,6.0,2020.0,460.53,1.8,5.5,0.238,0.4573326955479147,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,230100.0,consumption,48,0
migrant,4,26937.75,27308.62,26585.58,30059.64,29007.03,31097.75,daily-wage,15,3,43.1,2402.96,19.0,1.0,6,11,11.0,19.0,2021.0,499.74,2.25,10.4,0.255,0.4718415489159964,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,55000.0,consumption,21,0
rural,6,9546.23,8066.12,21340.17,9171.99,10978.09,17516.52,self-employed,25,2,8.3,1490.21,12.0,0.0,14,24,3.0,13.0,2019.0,346.65,1.73,9.8,0.311,0.6818097991065766,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,179800.0,business,18,1
gig,2,31164.27,38309.02,38737.24,32274.4,24742.12,21265.93,salaried-gig,26,4,85.3,1915.38,22.0,1.0,6,14,16.0,17.0,2016.0,556.07,2.49,10.7,0.18,0.9948170100335052,3.0,3.0,2.0,,4.0,4.0,2.0,4.0,126700.0,medical,31,0
gig,5,12495.59,2000.0,21046.57,16518.86,14653.2,12882.83,salaried-gig,6,2,5.9,1018.19,5.0,1.0,1,14,,,2023.0,541.71,1.23,0.0,,,2.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,251500.0,consumption,30,1
gig,4,27798.88,23354.67,24714.55,19294.22,2000.0,25098.9,salaried-gig,26,3,71.1,2477.09,6.0,1.0,11,21,15.0,19.0,,651.27,2.16,11.1,0.217,0.4624931581701647,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,397100.0,business,60,0
gig,3,54518.75,28804.11,27260.28,42913.55,31040.88,16002.42,salaried-gig,16,3,51.0,2437.28,24.0,1.0,3,10,6.0,8.0,2017.0,695.56,1.72,12.3,0.326,0.2515749200721571,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,242100.0,business,55,0
gig,4,19998.71,25046.7,18271.1,22863.44,29564.8,17160.78,self-employed,14,3,19.6,1610.12,10.0,0.0,1,16,8.0,12.0,2022.0,467.19,1.21,2.1,0.446,0.3268069434298626,3.0,3.0,3.0,1.0,2.0,,4.0,2.0,128900.0,business,41,0
gig,5,17719.48,28833.23,20635.81,7721.44,29418.19,25824.41,self-employed,17,3,39.3,2601.05,21.0,0.0,3,13,6.0,10.0,2020.0,606.6,1.86,12.0,0.279,0.6352059032790919,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,318200.0,education,41,0
gig,2,22463.9,15317.89,37602.89,44374.76,26514.06,24967.09,salaried-gig,22,3,64.6,2681.61,18.0,0.0,7,8,6.0,9.0,2018.0,516.18,2.49,9.9,0.262,0.4179313683567749,3.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,160500.0,medical,52,0
rural,4,13338.3,14654.35,25012.39,19922.72,19022.04,30533.61,self-employed,49,3,69.2,2848.31,15.0,0.0,19,23,10.0,13.0,2014.0,391.91,1.93,0.0,,,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,454700.0,agriculture,15,0
migrant,3,14951.21,16840.18,16222.44,17499.73,16427.99,15420.24,daily-wage,1,2,,1487.0,2.0,0.0,11,23,2.0,18.0,2023.0,535.55,1.22,0.0,,,2.0,2.0,4.0,2.0,1.0,,4.0,2.0,485700.0,education,42,0
gig,3,27746.8,33260.34,69999.42,60868.39,27937.38,13972.14,self-employed,27,3,67.7,2653.1,23.0,1.0,14,22,23.0,23.0,2021.0,365.43,2.3,13.6,0.224,0.931422871152822,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,237500.0,consumption,53,0
migrant,4,15539.69,16206.74,22482.0,24027.78,23884.77,14172.22,self-employed,7,2,30.1,1267.7,13.0,0.0,7,9,8.0,19.0,2022.0,390.09,1.27,7.8,0.432,0.4681376815171945,2.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,38900.0,education,41,0
gig,4,44523.63,17587.44,18044.58,33343.95,22159.75,48445.85,daily-wage,19,3,25.2,2314.93,15.0,0.0,2,14,19.0,20.0,2018.0,582.19,2.14,10.6,0.213,0.2446149863951456,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,479800.0,business,29,1
gig,4,29445.71,29559.44,30989.47,52761.16,40390.96,7085.15,salaried-gig,17,3,43.8,1829.21,14.0,1.0,4,6,7.0,23.0,2020.0,557.25,2.19,7.3,0.343,0.3241851190127562,2.0,3.0,4.0,2.0,2.0,,5.0,3.0,142200.0,education,60,0
gig,4,20920.36,38844.99,29209.98,52572.64,52636.51,53240.45,self-employed,26,4,76.5,2473.58,11.0,1.0,12,15,,,2017.0,652.25,2.54,9.3,0.195,0.5520222797285248,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,366100.0,consumption,56,0
gig,2,17579.1,31295.03,36887.59,47145.42,39722.02,54134.21,daily-wage,29,4,82.8,2580.17,12.0,1.0,11,14,2.0,7.0,2013.0,681.88,2.21,7.2,0.192,0.6877699424025286,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,281900.0,consumption,31,0
rural,7,19997.54,15397.25,34741.58,13597.35,13430.76,22732.04,daily-wage,46,4,50.2,2397.69,18.0,1.0,10,10,8.0,8.0,,402.33,2.32,14.2,0.109,0.6406702216779238,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,269900.0,agriculture,40,0
gig,3,13954.55,35672.83,16498.88,17221.36,45457.99,29497.86,self-employed,17,3,65.1,2508.55,18.0,1.0,4,10,13.0,22.0,2015.0,436.9,2.29,9.3,0.335,0.2715678069603834,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,189900.0,business,55,0
gig,5,24997.69,20508.97,68083.2,26964.32,19235.63,42656.0,salaried-gig,28,3,53.0,2683.56,23.0,1.0,12,18,10.0,19.0,2019.0,724.46,2.12,5.2,0.228,0.7442225946882342,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,249400.0,agriculture,23,0
rural,5,8675.88,7855.32,16782.68,9385.86,8920.09,15768.31,seasonal,25,2,43.1,1380.5,13.0,0.0,4,22,,,2020.0,304.96,1.54,0.0,,,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,216800.0,medical,13,1
rural,6,9256.79,10395.05,20922.05,12484.68,11846.61,19854.05,seasonal,32,2,58.9,2167.53,13.0,0.0,1,14,,,2018.0,253.29,1.78,9.5,0.293,0.6873071349666059,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,30100.0,consumption,10,0
migrant,4,18754.81,17708.01,18977.38,20320.19,19109.05,24631.78,daily-wage,1,2,26.1,1458.63,10.0,0.0,0,8,8.0,15.0,2022.0,438.38,1.16,0.6,0.429,0.0529849808729586,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,494800.0,medical,57,0
rural,4,8428.98,15258.54,22188.85,12166.26,13396.04,21011.92,seasonal,37,3,,,,,4,9,9.0,16.0,2015.0,385.91,2.02,12.4,0.292,0.8361539584139116,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,72700.0,agriculture,40,0
rural,4,13761.92,11858.6,32822.25,12684.59,13365.07,25384.32,self-employed,35,3,,,,,15,22,,,,333.16,1.87,0.0,,,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,435100.0,consumption,16,0
gig,4,19617.74,26017.84,17724.29,18170.65,25089.21,27446.1,daily-wage,16,3,0.0,1615.79,9.0,1.0,2,6,12.0,24.0,2021.0,516.79,1.73,10.2,0.372,0.2908255997429151,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,232300.0,consumption,7,0
gig,2,21784.57,18790.63,21377.79,4043.19,32189.0,18917.14,salaried-gig,13,2,9.6,1104.08,2.0,0.0,1,12,0.0,6.0,2024.0,545.79,1.22,0.4,0.52,0.5139926105377058,2.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,154600.0,business,34,0
rural,4,10725.42,11374.06,13808.07,10626.85,12079.56,24105.0,seasonal,24,2,18.4,2259.21,9.0,0.0,2,8,16.0,20.0,2017.0,356.27,1.4,0.0,,,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,303300.0,agriculture,41,0
gig,2,31122.83,20353.21,30134.61,3189.43,57337.47,14260.44,self-employed,19,3,81.4,2163.78,19.0,0.0,11,13,7.0,11.0,2015.0,509.83,1.58,5.6,0.325,0.2976658506383527,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,77600.0,business,30,0
gig,2,20563.45,15636.53,10803.66,33624.41,9387.77,27027.74,salaried-gig,10,2,39.4,1365.61,0.0,1.0,3,10,1.0,7.0,2021.0,439.8,1.32,3.2,0.357,0.0731826076376739,2.0,3.0,3.0,,2.0,,4.0,2.0,71900.0,consumption,31,1
migrant,1,19941.52,28367.99,27174.71,24503.21,30031.52,23442.11,self-employed,11,2,27.6,1887.64,14.0,1.0,18,23,15.0,16.0,2017.0,602.39,1.79,0.8,0.252,0.4628701239825374,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,314800.0,consumption,30,0
gig,4,49532.79,19562.61,38028.51,48107.32,59120.71,48821.74,self-employed,30,4,81.0,3444.73,30.0,0.0,8,9,23.0,24.0,2014.0,613.96,2.91,18.5,0.175,0.925542757419255,4.0,5.0,3.0,5.0,5.0,4.0,2.0,5.0,66300.0,business,12,0
rural,7,8309.2,9962.62,21024.23,12263.24,9755.72,15499.47,self-employed,24,2,,,,,1,6,,,,306.95,1.63,0.0,,,2.0,2.0,3.0,3.0,2.0,,3.0,2.0,355800.0,agriculture,41,1
migrant,3,17852.88,19619.51,19169.82,19715.9,20259.59,22408.48,daily-wage,6,2,22.3,1431.99,6.0,0.0,2,23,2.0,22.0,2021.0,465.37,1.58,6.1,0.322,0.2942955867681572,2.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,64600.0,education,31,0
rural,6,12230.74,11805.92,19909.72,8325.16,8021.87,18446.85,seasonal,29,2,32.9,1835.55,21.0,0.0,4,18,3.0,12.0,2019.0,463.46,1.41,0.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,344700.0,agriculture,28,1
rural,7,7250.4,12307.33,14411.22,7013.35,8597.66,16203.5,seasonal,22,2,13.6,1427.88,9.0,0.0,6,17,,,2020.0,294.5,1.96,0.4,0.362,0.0843562562361919,2.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,13400.0,agriculture,12,0
gig,5,48072.87,32013.47,25585.95,47806.35,46992.01,37309.3,daily-wage,22,4,60.5,2926.47,18.0,0.0,3,11,3.0,6.0,2017.0,595.96,2.67,9.3,0.165,0.8899979622613772,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,487100.0,agriculture,37,0
gig,5,44305.73,36711.84,38203.15,36841.84,32557.3,53547.82,salaried-gig,27,3,41.8,2433.24,26.0,1.0,10,15,5.0,8.0,2013.0,545.65,2.43,9.0,0.28,0.9036011151157466,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,489800.0,education,35,0
rural,4,6179.98,8994.88,12547.92,8164.91,8148.69,14310.27,seasonal,18,1,,,,,1,14,2.0,20.0,2023.0,100.0,1.17,3.8,0.469,0.2403207870653171,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,466400.0,agriculture,49,1
rural,6,5733.17,7899.34,19814.47,13926.26,8221.17,14823.96,seasonal,16,1,12.9,1673.58,11.0,0.0,5,20,1.0,8.0,2021.0,213.94,1.26,0.0,,,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,252600.0,business,22,1
rural,5,12328.04,10918.78,22644.14,11509.43,10522.83,17026.99,daily-wage,33,1,,,,,6,9,6.0,9.0,2018.0,379.49,1.23,0.0,,,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,180200.0,agriculture,21,1
rural,7,12623.92,14858.55,23909.93,12786.91,12902.05,23320.41,daily-wage,33,2,,,,,15,20,9.0,15.0,,360.68,1.7,0.0,,,3.0,3.0,3.0,3.0,3.0,,4.0,2.0,327400.0,medical,51,0
gig,3,27246.05,14931.06,17759.84,22769.86,12385.15,30044.81,daily-wage,18,2,0.0,901.46,4.0,1.0,10,16,,,2022.0,543.54,1.7,2.9,0.384,0.5268836105523634,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,406500.0,consumption,24,0
rural,7,10383.17,12347.55,21948.25,11233.91,15003.01,20219.51,seasonal,26,2,,,,,4,10,6.0,9.0,2018.0,240.49,1.54,0.0,,,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,104000.0,education,22,0
rural,7,10151.09,14993.4,26512.66,17655.95,15703.02,18110.52,seasonal,39,3,28.2,2427.1,24.0,0.0,9,12,,,2017.0,308.42,2.29,4.7,0.256,0.6708753882491548,5.0,4.0,1.0,2.0,4.0,,2.0,3.0,346500.0,agriculture,21,0
gig,2,22256.6,24306.65,18161.03,25603.08,28351.04,28058.97,salaried-gig,19,2,25.3,1289.67,6.0,0.0,11,17,,,,537.07,1.21,5.2,0.357,0.1025213325369407,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,329900.0,business,59,0
gig,3,24294.83,19289.6,37478.09,38552.8,19227.84,25612.79,salaried-gig,17,3,53.7,1683.84,14.0,0.0,11,21,,,2018.0,546.86,1.51,4.6,0.378,0.7245340071375391,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,80800.0,agriculture,38,0
gig,2,25624.34,17292.99,13050.16,17493.44,7733.46,26269.45,salaried-gig,11,2,16.7,850.51,10.0,1.0,5,8,3.0,16.0,,329.6,0.5,0.5,0.32,0.3411128973882672,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,209400.0,business,31,0
gig,5,37120.18,28841.48,42706.46,2000.0,36858.9,29788.65,salaried-gig,20,3,27.4,2034.42,17.0,0.0,5,10,11.0,15.0,2019.0,427.41,1.58,7.5,0.335,0.19929713209436,2.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,70500.0,business,28,0
gig,3,30259.09,24157.59,22802.55,29393.71,6610.14,31512.08,daily-wage,19,4,9.7,1902.58,18.0,1.0,4,9,10.0,11.0,2021.0,630.24,1.32,5.2,0.377,0.4781141230856126,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,61600.0,consumption,20,0
gig,4,15399.01,31483.73,15477.11,30106.23,21941.18,23221.49,daily-wage,15,3,37.8,1060.18,7.0,0.0,7,10,,,2018.0,613.12,1.52,9.0,0.344,0.618616060296927,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,417800.0,education,35,0
gig,3,12075.8,34998.76,37206.65,23127.62,24537.16,12898.3,daily-wage,15,3,28.1,1641.62,7.0,0.0,9,18,11.0,24.0,2022.0,500.42,1.22,15.5,0.39,0.6306638620138687,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,372600.0,education,49,1
gig,3,20158.42,10839.12,20858.98,19088.32,25042.17,15515.24,salaried-gig,6,2,21.9,1065.85,12.0,0.0,2,16,2.0,6.0,2020.0,393.43,1.26,5.3,0.548,0.3963530732745098,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,15900.0,medical,11,1
gig,4,24277.52,12259.32,28914.7,15337.08,16188.69,28770.26,daily-wage,15,4,62.0,2212.22,8.0,1.0,7,13,7.0,16.0,2016.0,554.71,1.47,5.0,0.305,0.605813016209157,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,102000.0,medical,15,0
gig,5,26635.83,33677.04,44488.59,26818.21,27337.2,18504.72,salaried-gig,19,3,55.7,1855.01,16.0,0.0,10,21,4.0,8.0,2021.0,459.24,1.5,10.4,0.265,0.4754827422632424,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,173000.0,business,44,0
rural,4,8557.22,7112.74,17771.87,10245.98,10732.41,13161.83,seasonal,20,2,28.7,1283.55,1.0,0.0,2,22,2.0,14.0,,355.99,1.62,0.0,,,3.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,352900.0,business,25,1
gig,4,25836.74,18976.19,16273.24,20800.26,16525.7,19244.13,salaried-gig,11,2,19.2,775.18,0.0,0.0,1,11,1.0,12.0,2021.0,548.06,0.94,6.0,0.418,0.0981871932663991,2.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,102400.0,consumption,12,0
gig,2,31020.63,17209.01,19978.29,15516.78,34561.3,10326.27,salaried-gig,10,2,24.9,1319.14,7.0,0.0,3,18,9.0,23.0,2022.0,520.26,1.22,7.5,0.294,0.1341548575090826,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,338500.0,consumption,16,0
gig,4,42517.42,8914.01,38778.31,11790.2,37340.37,20270.28,daily-wage,17,2,33.8,2031.95,16.0,0.0,1,11,8.0,22.0,,707.01,1.81,7.4,0.265,0.209498032985924,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,62100.0,medical,6,0
gig,4,6164.35,39181.27,18705.31,27335.92,35349.26,37732.76,self-employed,20,2,42.8,1812.48,14.0,1.0,12,21,13.0,21.0,2019.0,559.76,1.93,4.1,0.254,0.2401748871014879,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,409600.0,business,51,0
migrant,3,12416.9,16158.84,27183.34,23766.65,21036.86,21129.44,salaried-gig,6,2,46.7,1614.62,17.0,0.0,5,11,8.0,17.0,2016.0,506.34,1.87,3.7,0.217,0.5732025146734013,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,471800.0,consumption,18,0
migrant,2,25183.14,26210.86,18809.12,24971.19,27718.18,28749.43,salaried-gig,8,4,73.6,1815.42,25.0,0.0,5,9,8.0,10.0,2020.0,694.27,1.51,8.5,0.306,0.6923772159105531,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,340800.0,medical,12,0
gig,3,21171.62,19196.36,26208.73,39151.53,7117.21,15980.95,salaried-gig,12,3,19.5,1224.44,8.0,1.0,3,12,9.0,12.0,2018.0,700.36,1.3,6.9,0.327,0.0629285248889792,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,368700.0,consumption,30,0
gig,5,19714.89,45514.79,53064.58,34233.66,42108.74,27680.87,salaried-gig,21,2,56.4,2546.97,21.0,1.0,4,15,6.0,11.0,2016.0,479.25,1.75,3.4,0.303,0.7893254403361057,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,198700.0,business,49,0
gig,5,46472.96,48028.22,41888.32,45790.19,41619.56,59128.53,daily-wage,26,4,64.8,3230.8,24.0,1.0,7,7,19.0,23.0,2013.0,677.28,2.72,11.7,0.032,0.7463216282373127,4.0,5.0,2.0,5.0,4.0,4.0,1.0,3.0,75200.0,medical,51,0
gig,3,33314.69,32114.21,38376.92,42091.74,5734.83,21508.74,salaried-gig,20,4,41.5,2502.59,17.0,1.0,7,15,,,2015.0,574.04,2.18,0.6,0.256,0.8780642262067516,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,10200.0,consumption,11,0
migrant,2,34080.59,38904.66,39057.22,27011.39,34021.68,25732.28,salaried-gig,13,3,84.2,3196.06,17.0,1.0,9,20,7.0,17.0,2014.0,655.51,2.28,15.2,0.136,0.9841407197808792,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,418700.0,medical,25,0
gig,2,46171.57,42759.73,49460.47,17285.49,32823.99,23202.44,salaried-gig,30,4,72.2,3318.8,24.0,0.0,12,17,,,2018.0,648.61,2.29,15.3,0.228,0.94766871779649,4.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,281000.0,education,12,0
gig,4,24237.09,36667.5,38286.8,9057.36,22243.41,14603.54,salaried-gig,17,3,0.0,1483.13,8.0,1.0,6,20,6.0,14.0,2023.0,497.42,1.79,7.9,0.387,0.0909368587495517,3.0,3.0,4.0,3.0,1.0,,3.0,2.0,339800.0,consumption,46,0
gig,3,40682.88,18318.93,22816.51,54819.11,31510.48,26087.01,salaried-gig,20,4,26.9,2464.65,17.0,0.0,8,24,15.0,18.0,2021.0,743.24,1.97,10.0,0.317,0.3943958150795624,3.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,101500.0,medical,38,0
rural,7,12178.54,9763.74,16072.03,7977.62,10100.48,19812.62,self-employed,25,2,,,,,3,13,,,2019.0,192.04,1.19,4.3,0.347,0.3909152660579645,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,109100.0,agriculture,37,0
rural,5,16103.41,20402.75,22397.22,20633.0,20484.18,28797.48,daily-wage,51,3,93.9,2882.63,24.0,0.0,8,9,10.0,21.0,2011.0,431.9,3.0,0.0,,,4.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,451800.0,business,50,0
rural,4,10428.21,8496.09,23766.02,12180.37,11108.23,21655.78,daily-wage,30,3,,,,,12,16,4.0,9.0,2017.0,276.43,1.47,0.0,,,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,113000.0,medical,38,1
gig,4,41685.88,41408.43,22653.75,8888.42,40519.15,29487.77,daily-wage,18,4,37.4,1925.14,14.0,0.0,7,20,7.0,13.0,,500.11,1.2,5.8,0.347,0.5123879716724761,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,466400.0,medical,14,0
gig,4,21558.06,11940.51,23912.78,31445.13,30479.25,22580.01,salaried-gig,9,3,65.8,1157.65,11.0,0.0,2,18,8.0,11.0,2023.0,442.77,0.83,2.6,0.46,0.2008965247795526,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,281000.0,medical,8,0
gig,3,38512.69,26922.97,59426.3,32668.45,40124.64,34352.02,salaried-gig,29,4,62.7,2567.72,21.0,1.0,12,18,8.0,9.0,2015.0,648.34,2.41,16.3,0.127,0.9162424858070491,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,147100.0,medical,44,0
rural,5,8751.13,14053.33,18582.23,13199.72,9670.71,18255.58,seasonal,26,3,,,,,4,9,,,2019.0,310.18,1.76,0.0,,,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,139700.0,education,43,1
rural,7,14143.87,18416.53,22266.01,16731.78,16291.37,24328.43,daily-wage,42,3,94.4,2459.62,27.0,0.0,20,23,8.0,13.0,2013.0,560.21,2.24,15.6,0.244,0.8951118577143474,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,463400.0,agriculture,54,0
gig,4,91209.13,58015.18,31596.42,61426.02,18494.83,69804.29,salaried-gig,35,4,109.8,3376.84,36.0,1.0,18,24,16.0,16.0,2012.0,745.01,2.89,16.9,0.193,0.3935781799070113,5.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,453300.0,consumption,22,0
